Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category,Tags
05/18/2023,PAYPAL *PADDLE.NET  07745236658         GB,9.00,"10122014910 07745236658
PAYPAL *PADDLE.NET
07745236658
GB
Description : GENERAL Price : 0.00
07745236658",PAYPAL *PADDLE.NET  07745236658         GB,.,"San Jose
CA",95131,UNITED STATES,'320231390019725654',Business Services-Internet Services,
05/18/2023,ROTHER DENTAL       MECHANICSBURG       PA,3032.31,"85121783139717-737-4337
ROTHER DENTAL
MECHANICSBURG
PA
717-737-4337",ROTHER DENTAL       MECHANICSBURG       PA,"555 GETTYSBURG PIKE
STE B 400","MECHANICSBURG
PA",17055,UNITED STATES,'320231410061116323',Business Services-Health Care Services,
05/18/2023,TWILIO INC          SAN FRANCISCO       CA,10.05,"NT_NVQ5FOCI +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320231410061117926',Merchandise & Supplies-Internet Purchase,
05/17/2023,MOBILE PAYMENT - THANK YOU,-1681.65,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320231370953437164',,
05/16/2023,GIANT 6005/UNBRANDEDMECHANICSBURG       PA,26.36,"143         FUEL
GIANT 6005/UNBRANDED 0821506005
MECHANICSBURG
PA
Description : UNBRANDED Price : 0.00
Description : TAX Price : 0.00
FUEL",GIANT 6005/UNBRANDEDMECHANICSBURG       PA,"6560 CARLISLE PIKE
STE 100","MECHANICSBURG
PA",17050-8252,UNITED STATES,'320231370973222841',Transportation-Fuel,
05/16/2023,SILVER SPRINGS ANIMAMECHANICSBURG       PA,23.50,"34118593137 7177665980
SILVER SPRINGS ANIMAL CLI SILVER SPRIN
MECHANICSBURG
PA
7177665980",SILVER SPRINGS ANIMAMECHANICSBURG       PA,5 SAMPLE BRG RD,"MECHANICSBURG
PA",17050,UNITED STATES,'320231370956441672',Business Services-Health Care Services,
05/16/2023,TWILIO INC          SAN FRANCISCO       CA,10.00,"NT_NUDWHBKE +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320231370954791721',Merchandise & Supplies-Internet Purchase,1Mark
05/16/2023,TWILIO INC          SAN FRANCISCO       CA,10.67,"NT_NV2OFVFC +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320231380981809098',Merchandise & Supplies-Internet Purchase,
05/15/2023,92550 - BWI DAILY GABALTIMORE           MD,68.00,"000008224   3122742000
92550 - BWI DAILY GARAGE SPRK925507 SP
BALTIMORE
MD
Description : PARKING FEES Price : 0.68
3122742000",92550 - BWI DAILY GABALTIMORE           MD,7000 ELM RD,"BALTIMORE
MD",21240,UNITED STATES,'320231360935701613',Transportation-Parking Charges,
05/15/2023,HUDSON-DUNKIN ST1134IRVING              TX,8.60,"00000000000 800-326-7711
HUDSON-DUNKIN ST1134 1134
IRVING
TX
Description : GROCERIES/SUNDRIES Price : 0.00
800-326-7711",HUDSON-DUNKIN ST1134IRVING              TX,"STE 150
7710 AVIATION PLACE","DALLAS
TX",75235,UNITED STATES,'320231360943565432',Merchandise & Supplies-Book Stores,
05/15/2023,LA MADELEINE        DALLAS              TX,19.07,"3513       3513             75235
LA MADELEINE
DALLAS
TX
3513             75235",LA MADELEINE        DALLAS              TX,8008 CEDAR SPGS RD,"DALLAS
TX",75235,UNITED STATES,'320231360943667335',Restaurant-Restaurant,
05/15/2023,Southwest Airlines  DALLAS              TX,95.00,"7900335183  (214) 792 - 4223
MISC. CHARGE ORDER (MCO)/PREPAID TICKET AUTH.
Southwest Airlines
DALLAS
TX
Carrier : SOUTHWEST AIRLINES (MASTE
Passenger Name : HOARE/ROBERT ANTHONY
Ticket Number : 5269961641727
Additional Info : MISC. CHARGE ORDER (MCO)/PREPAID TICKET AUTH.
From : DALLAS/FORT WORTH
To : BALTIMORE WASHINGT",Southwest Airlines  DALLAS              TX,PO BOX 36611,"DALLAS
TX",75235,UNITED STATES,'320231360933138558',Travel-Airline,
05/14/2023,"GITHUB, INC.        SAN FRANCISCO       CA",16.00,"NT_NTXRDTVD +14255384271
GITHUB, INC.
SAN FRANCISCO
CA
+14255384271","GITHUB, INC.        SAN FRANCISCO       CA",275 BRANNAN ST,"SAN FRANCISCO
CA",94107,UNITED STATES,'320231350923295625',Other-Miscellaneous,
05/14/2023,MENDOCINO FARMS #49 PLANO               TX,101.80,"00000092932 818-933-7300
MENDOCINO FARMS #49 0000
PLANO
TX
Description : FOOD/BEVERAGE Price : 0.00
818-933-7300",MENDOCINO FARMS #49 PLANO               TX,7770 WINDROSE AVE G6150,"PLANO
TX",75204,UNITED STATES,'320231350913703186',Restaurant-Restaurant,
05/14/2023,STARBUCKS STORE 4848PLANO               TX,8.88,"34E543FE64B FAST FOOD RESTAURANT
STARBUCKS STORE 4848
PLANO
TX
FAST FOOD RESTAURANT",STARBUCKS STORE 4848PLANO               TX,"SUITE G140
7600 WINDROSE AVE STE","PLANO
TX",75024,UNITED STATES,'320231350911634469',Restaurant-Bar & Café,
05/13/2023,BRITBOX             NEW YORK            NY,8.47,"######IxQ9y CABLE & PAY TV
BRITBOX
NEW YORK
NY
CABLE & PAY TV",BRITBOX             NEW YORK            NY,"5TH FLOOR
1120 AVE OF THE AMERICAS","NEW YORK
NY",10036,UNITED STATES,'320231340896200551',Other-Miscellaneous,
05/13/2023,JASON'S DELI        ALLEN               TX,52.93,"028917      972-727-3440
JASON'S DELI
ALLEN
TX
Description : FOOD/BEVERAGE Price : 0.00
972-727-3440",JASON'S DELI        ALLEN               TX,906 WEST MCDERMOTT DR STE 100,"ALLEN
TX",75013,UNITED STATES,'320231340890694715',Restaurant-Bar & Café,
05/12/2023,H-E-B #790 000000000PLANO               TX,82.61,"000158866   9999999999
H-E-B #790 000000000281481
PLANO
TX
9999999999",H-E-B #790 000000000PLANO               TX,"SUITE 100
6001 PRESTON ROAD","PLANO
TX",75093,UNITED STATES,'320231330861358236',Merchandise & Supplies-Groceries,
05/12/2023,PANERA BREAD #606163PLANO               TX,61.24,"821038     0000000000000000075024
PANERA BREAD #606163
PLANO
TX
0000000000000000075024",PANERA BREAD #606163PLANO               TX,6300 TENNYSON PKWY,"PLANO
TX",75024,UNITED STATES,'320231330872541159',Restaurant-Bar & Café,
05/11/2023,PANERA BREAD #606122FRISCO              TX,39.12,"844609     0000000000000000075034
PANERA BREAD #606122
FRISCO
TX
0000000000000000075034",PANERA BREAD #606122FRISCO              TX,820 JOHN HICKMAN PKWY,"FRISCO
TX",75034,UNITED STATES,'320231320846602492',Restaurant-Bar & Café,
05/11/2023,SILVER DINER        BALTIMORE           MD,17.46,"oQRQMuLSK00 4106940090
SILVER DINER
BALTIMORE
MD
Description : RESTAURANTS Price : 0.1746
4106940090",SILVER DINER        BALTIMORE           MD,THURGOOD MARSHALL BWI AIR,"BALTIMORE
MD",21240,UNITED STATES,'320231310817304432',Restaurant-Restaurant,
05/11/2023,SLACK T020G8G849M   SAN FRANCISCO       CA,17.62,"NT_NSEQLLWV +14155799153
SLACK T020G8G849M
SAN FRANCISCO
CA
+14155799153",SLACK T020G8G849M   SAN FRANCISCO       CA,"155 5TH ST
6TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,'320231310818575827',Merchandise & Supplies-Computer Supplies,
05/10/2023,PAYPAL *GRAMMARLY SI8883186146          CA,144.00,"10121434341 8883186146
PAYPAL *GRAMMARLY SIMIPRR
8883186146
CA
Description : SOFTWARE Price : 0.00
8883186146",PAYPAL *GRAMMARLY SI8883186146          CA,548 MARKET ST,"SAN FRANCISCO
CA",94104,UNITED STATES,'320231310827270721',Merchandise & Supplies-Computer Supplies,
05/10/2023,TWILIO INC          SAN FRANCISCO       CA,10.04,"NT_NRUPXRE5 +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320231310809377275',Merchandise & Supplies-Internet Purchase,
05/09/2023,CVS PHARMACY        MECHANICSBURG       PA,37.71,"10146537    8007467287
CVS PHARMACY
MECHANICSBURG
PA
Description : PHARMACIES Price : 0.3771
8007467287",CVS PHARMACY        MECHANICSBURG       PA,6706 CARLISLE PIKE,"MECHANICSBURG
PA",17050-1711,UNITED STATES,'320231300793182783',Merchandise & Supplies-Pharmacies,
05/08/2023,TWILIO INC          SAN FRANCISCO       CA,10.00,"NT_NRKZMN83 +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320231300787070529',Merchandise & Supplies-Internet Purchase,
05/07/2023,AMAZON MARKEPLACE NA PA,95.39,"27DV5KBFD7X BOOK STORES
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
BOOK STORES",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320231270716580904',Merchandise & Supplies-Internet Purchase,
05/07/2023,AplPay SHEETZ       STATE COLLEGE       PA,35.66,"000161767   000-0000000
AplPay SHEETZ
STATE COLLEGE
PA
Description : FUEL Price : 0.3566
000-0000000",AplPay SHEETZ       STATE COLLEGE       PA,765 BENNER PIKE,"STATE COLLEGE
PA",16801,UNITED STATES,'320231280755395004',Transportation-Fuel,
05/06/2023,GRASSHOPPER.COM     LOGMEIN.COM         MA,27.69,"47319469SH9 ONLINE SERVI
GRASSHOPPER.COM
LOGMEIN.COM
MA
ONLINE SERVI",GRASSHOPPER.COM     LOGMEIN.COM         MA,320 SUMMER ST,"BOSTON
MA",02210,UNITED STATES,'320231260693143120',Merchandise & Supplies-Internet Purchase,
05/06/2023,HAMPTON INN         SOMERSET            PA,151.20,"00861320    814-445-9161
LODGING
HAMPTON INN
SOMERSET
PA",HAMPTON INN         SOMERSET            PA,"324 LAUREL CREST ROAD
-","SOMERSET
PA",15501,UNITED STATES,'320231260701320552',Travel-Lodging,
05/05/2023,GENERAC POWER SYSTEM888-436-3722        WI,52.99,"INV03351968 MOBILE LINK
GENERAC POWER SYSTEM
888-436-3722
WI
MOBILE LINK",GENERAC POWER SYSTEM888-436-3722        WI,"ATTN JAMES FITZSIMONS
S45W29290 STATE ROAD 59","WAUKESHA
WI",53189-9071,UNITED STATES,'320231260707580215',Merchandise & Supplies-Wholesale Stores,
05/04/2023,AplPay SHEETZ       CONNELLSVILLE       PA,4.23,"000318521   000-0000000
AplPay SHEETZ
CONNELLSVILLE
PA
Description : MERCHANDISE Price : 0.0423
000-0000000",AplPay SHEETZ       CONNELLSVILLE       PA,2601 MEMORIAL BLVD,"CONNELLSVILLE
PA",15425,UNITED STATES,'320231250687222575',Merchandise & Supplies-Groceries,
05/04/2023,AplPay SHEETZ       NEW STANTON         PA,33.89,"000043661   000-0000000
AplPay SHEETZ
NEW STANTON
PA
Description : FUEL Price : 0.3389
000-0000000",AplPay SHEETZ       NEW STANTON         PA,205 NORTH CTR AVE,"NEW STANTON
PA",15672,UNITED STATES,'320231250687975280',Transportation-Fuel,
05/04/2023,GOOGLE *GOOGLE STORA G.CO/HELPPAY#      CA,2.11,"A0PHBCZL    DIGITAL GOODS: APPS
GOOGLE *GOOGLE STORAGE
G.CO/HELPPAY#
CA
DIGITAL GOODS: APPS",GOOGLE *GOOGLE STORA G.CO/HELPPAY#      CA,1600 AMPHITHEATRE PKWY,"MOUNTAIN VIEW
CA",94043-1351,UNITED STATES,'320231260703587921',Business Services-Internet Services,
05/04/2023,"MIXPANEL, INC.      SAN FRANCISCO       CA",38.16,"NT_NPR7XJQK 9492326176
MIXPANEL, INC.
SAN FRANCISCO
CA
9492326176","MIXPANEL, INC.      SAN FRANCISCO       CA","ONE FRONT ST
FLOOR 28","SAN FRANCISCO
CA",94111,UNITED STATES,'320231240664945206',Merchandise & Supplies-Computer Supplies,1Mark
05/04/2023,TWILIO INC          SAN FRANCISCO       CA,10.12,"NT_NQBLYPAK +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320231250666928969',Merchandise & Supplies-Internet Purchase,
05/04/2023,TWILIO SENDGRID     SAN FRANCISCO       CA,19.95,"NT_NPIAOOV8 +18778894546
TWILIO SENDGRID
SAN FRANCISCO
CA
+18778894546",TWILIO SENDGRID     SAN FRANCISCO       CA,101 SPEAR ST,"SAN FRANCISCO
CA",94105,UNITED STATES,'320231240649789359',Merchandise & Supplies-Computer Supplies,
05/03/2023,PAYPAL *GITHUB INC  4154486673          CA,4.00,"10120879724 4154486673
PAYPAL *GITHUB INC
4154486673
CA
Description : SOFTWARE Price : 0.00
4154486673",PAYPAL *GITHUB INC  4154486673          CA,88 COLIN P KELLY JR,"SAN FRANCISCO
CA",94107,UNITED STATES,'320231240660678363',Merchandise & Supplies-Computer Supplies,1Mark
05/03/2023,THE HOME DEPOT 4120 MECHANICSBURG       PA,-316.94,"41202023-05 HOME SUPPLY WAREHOUSE
THE HOME DEPOT 4120
MECHANICSBURG
PA
HOME SUPPLY WAREHOUSE",THE HOME DEPOT 4120 MECHANICSBURG       PA,6000 CARLISLE PIKE,"MECHANICSBURG
PA",17050,UNITED STATES,'320231230617882755',Merchandise & Supplies-Hardware Supplies,
05/03/2023,TWILIO INC          SAN FRANCISCO       CA,11.61,"NT_NPZWKTTT +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320231250667449288',Merchandise & Supplies-Internet Purchase,
05/02/2023,THE HOME DEPOT #4120MECHANICSBURG       PA,103.52,"05020412032 800-654-0688
THE HOME DEPOT #4120
MECHANICSBURG
PA
800-654-0688",THE HOME DEPOT #4120MECHANICSBURG       PA,6000 CARLISLE PIKE,"MECHANICSBURG
PA",17050,UNITED STATES,'320231230639239639',Merchandise & Supplies-Hardware Supplies,
05/02/2023,TWILIO INC          SAN FRANCISCO       CA,10.01,"NT_NPQYUCGZ +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320231230639879121',Merchandise & Supplies-Internet Purchase,1Mark
05/01/2023,GOOGLE *GSUITE_1MARKCC@GOOGLE.COM       CA,57.24,"A0PFC1BI    COMPUTER NETWORK/INFO
GOOGLE *GSUITE_1MARK.W
CC@GOOGLE.COM
CA
COMPUTER NETWORK/INFO",GOOGLE *GSUITE_1MARKCC@GOOGLE.COM       CA,1600 AMPHITHEATRE PKWY,"MOUNTAIN VIEW
CA",94043-1351,UNITED STATES,'320231210573388467',Business Services-Advertising Services,
05/01/2023,GOOGLE *GSUITE_BRKCOCC@GOOGLE.COM       CA,12.72,"A0PFAZIR    COMPUTER PROGRAMMING
GOOGLE *GSUITE_BRKCONC
CC@GOOGLE.COM
CA
COMPUTER PROGRAMMING",GOOGLE *GSUITE_BRKCOCC@GOOGLE.COM       CA,1600 AMPHITHEATRE PKWY,"MOUNTAIN VIEW
CA",94043-1351,UNITED STATES,'320231210573861042',Business Services-Advertising Services,
05/01/2023,GOOGLE *GSUITE_FROSTCC@GOOGLE.COM       CA,25.44,"A0PFG3PR    COMPUTER PROGRAMMING
GOOGLE *GSUITE_FROSTSQ
CC@GOOGLE.COM
CA
COMPUTER PROGRAMMING",GOOGLE *GSUITE_FROSTCC@GOOGLE.COM       CA,1600 AMPHITHEATRE PKWY,"MOUNTAIN VIEW
CA",94043-1351,UNITED STATES,'320231210572345106',Business Services-Advertising Services,
05/01/2023,GOOGLE*CLOUD KDLPQS MOUNTAIN VIEW       CA,323.68,"A8699953816 ADVERTISING SERVICE
GOOGLE*CLOUD KDLPQS
MOUNTAIN VIEW
CA
ADVERTISING SERVICE",GOOGLE*CLOUD KDLPQS MOUNTAIN VIEW       CA,1600 AMPHITHEATRE PKWY,"MOUNTAIN VIEW
CA",94043-1351,UNITED STATES,'320231210569333236',Business Services-Advertising Services,1Mark
04/30/2023,GIANT 6005/UNBRANDEDMECHANICSBURG       PA,26.00,"261         FUEL
GIANT 6005/UNBRANDED 0821506005
MECHANICSBURG
PA
Description : UNBRANDED Price : 0.00
Description : TAX Price : 0.00
FUEL",GIANT 6005/UNBRANDEDMECHANICSBURG       PA,"6560 CARLISLE PIKE
STE 100","MECHANICSBURG
PA",17050-8252,UNITED STATES,'320231210583421887',Transportation-Fuel,
04/28/2023,SLACK TFJ24LW3D     SAN FRANCISCO       CA,9.28,"NT_NNNCAUTM +14155799153
SLACK TFJ24LW3D
SAN FRANCISCO
CA
+14155799153",SLACK TFJ24LW3D     SAN FRANCISCO       CA,"155 5TH ST
6TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,'320231180507795686',Merchandise & Supplies-Computer Supplies,
04/27/2023,AMAZON MARKEPLACE NA PA,37.99,"6X374EKQUZV BOOK STORES
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
BOOK STORES",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320231180510967398',Merchandise & Supplies-Internet Purchase,
04/27/2023,GUM.CO/CC* JSREPORT SAN FRANCISCO       CA,29.95,"NT_NN5XOIV9 +16502043486
GUM.CO/CC* JSREPORT S.
SAN FRANCISCO
CA
+16502043486",GUM.CO/CC* JSREPORT SAN FRANCISCO       CA,"548 MARKET ST
PMB 41309","SAN FRANCISCO
CA",94104,UNITED STATES,'320231170477661644',Merchandise & Supplies-General Retail,
04/27/2023,MOBILE PAYMENT - THANK YOU,-1177.16,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320231170472234926',,
04/27/2023,PAYPAL *WSJ/BARRON  6095140870          NY,8.00,"10120403780 6095140870
PAYPAL *WSJ/BARRON
6095140870
NY
Description : DIGITAL APPLICATION Price : 0.00
6095140870",PAYPAL *WSJ/BARRON  6095140870          NY,1211 AVE OF THE AMERICAS FL 5,"NEW YORK
NY",10036,UNITED STATES,'320231180512711566',Merchandise & Supplies-Internet Purchase,
04/27/2023,PAYPAL *ZOOMVIDEOCO 8887999666          CA,16.95,"10120421360 8887999666
PAYPAL *ZOOMVIDEOCO
8887999666
CA
Description : COMPUTER AND DATA P Price : 0.00
8887999666",PAYPAL *ZOOMVIDEOCO 8887999666          CA,"55 ALMADEN BLVD
6TH FLOOR","SAN JOSE
CA",95113,UNITED STATES,'320231180509914481',Business Services-Employment Agencies,
04/27/2023,TWILIO INC          SAN FRANCISCO       CA,10.14,"NT_NN4CWM7P +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320231180497245009',Merchandise & Supplies-Internet Purchase,
04/26/2023,TURKEY HILL #0294 95MECHANICSBURG       PA,39.39,"00611000004 7172998908
TURKEY HILL #0294 950294101
MECHANICSBURG
PA
Description : AUTOMATED FUEL Price : 0.3939
7172998908",TURKEY HILL #0294 95MECHANICSBURG       PA,6708 CARLISLE PIKE,"MECHANICSBURG
PA",17050,UNITED STATES,'320231170479515413',Transportation-Fuel,
04/26/2023,TWILIO INC          SAN FRANCISCO       CA,10.02,"NT_NMKBTKXB +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320231170473594004',Merchandise & Supplies-Internet Purchase,
04/25/2023,AMAZON MARKEPLACE NA PA,63.58,"1PYWDDXFHU6 BOOK STORES
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
BOOK STORES",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320231150431894313',Merchandise & Supplies-Internet Purchase,
04/25/2023,JETBRAINS AMERICAS ISAN MATEO           CA,183.38,"######If33e DIGITAL GOODS: APPS
JETBRAINS AMERICAS INC*1XALL PRODUCTS
SAN MATEO
CA
DIGITAL GOODS: APPS",JETBRAINS AMERICAS ISAN MATEO           CA,"1900 SOUTH NORFOLK ST
SUITE 350","SAN MATEO
CA",94403,UNITED STATES,'320231170491851053',Merchandise & Supplies-Internet Purchase,
04/24/2023,AMAZON MARKEPLACE NA PA,14.99,"49FN89C6FWE BOOK STORES
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
BOOK STORES",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320231150434845467',Merchandise & Supplies-Internet Purchase,
04/22/2023,TWILIO INC          SAN FRANCISCO       CA,12.25,"NT_NM3DXO4D +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320231140403212368',Merchandise & Supplies-Internet Purchase,
04/21/2023,THE HOME DEPOT 4120 MECHANICSBURG       PA,464.28,"41202023-04 HOME SUPPLY WAREHOUSE
THE HOME DEPOT 4120
MECHANICSBURG
PA
HOME SUPPLY WAREHOUSE",THE HOME DEPOT 4120 MECHANICSBURG       PA,6000 CARLISLE PIKE,"MECHANICSBURG
PA",17050,UNITED STATES,'320231120363394708',Merchandise & Supplies-Hardware Supplies,
04/20/2023,BT*A MEDIUM CORPORATSAN FRANCISCO       CA,5.00,"J6S20EVV    4155085008
BT*A MEDIUM CORPORATION
SAN FRANCISCO
CA
4155085008",BT*A MEDIUM CORPORATSAN FRANCISCO       CA,799 MARKET ST,"SAN FRANCISCO
CA",94103,UNITED STATES,'320231100313911224',Other-Miscellaneous,
04/19/2023,TWILIO INC          SAN FRANCISCO       CA,10.02,"NT_NKYZKGZ5 +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320231100308714613',Merchandise & Supplies-Internet Purchase,
04/19/2023,TWILIO INC          SAN FRANCISCO       CA,10.07,"NT_NKVXGVVE +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320231110335737757',Merchandise & Supplies-Internet Purchase,
04/18/2023,AplPay SHEETZ 0562  CENTRE HALL         PA,4.23,"000602917   814-9463611
AplPay SHEETZ 0562   005629 49800005629
CENTRE HALL
PA
Description : MERCHANDISE Price : 0.0423
814-9463611",AplPay SHEETZ 0562  CENTRE HALL         PA,106 SAVANNAH LN,"CENTRE HALL
PA",16828,UNITED STATES,'320231090286334172',Merchandise & Supplies-Groceries,
04/18/2023,AplPay SHEETZ 2562  CENTRE HALL         PA,29.16,"000599605   000-0000000
AplPay SHEETZ 2562   025627 49800025627
CENTRE HALL
PA
Description : FUEL Price : 0.2916
000-0000000",AplPay SHEETZ 2562  CENTRE HALL         PA,106 SAVANNAH LN,"CENTRE HALL
PA",16828,UNITED STATES,'320231090285115144',Transportation-Fuel,
04/18/2023,ELK COUNTY AMMO AND SAINT MARYS         PA,510.41,"21104473109 SHELLY@AMMOANDARMS.CO
SHELLY@AMMOANDARMS.COM
ELK COUNTY AMMO AND ARMS 1669050500044
SAINT MARYS
PA
SHELLY@AMMOANDARMS.COM",ELK COUNTY AMMO AND SAINT MARYS         PA,246 BRUSSELLES ST,"SAINT MARYS
PA",15857,UNITED STATES,'320231090302075023',Merchandise & Supplies-Sporting Goods Stores,
04/18/2023,GOOGLE*GOOGLE STORAG G.CO HELPPAY#,2.11,"A2541437628 COMPUTER STORE
GOOGLE*GOOGLE STORAGE GOOGLE PAYMENT
G.CO HELPPAY#
COMPUTER STORE",GOOGLE*GOOGLE STORAG G.CO HELPPAY#,1600 AMPHITHEATRE PKWY,"MOUNTAIN VIEW
CA",94043-1351,UNITED STATES,'320231100325426212',Business Services-Internet Services,
04/18/2023,MOBILE PAYMENT - THANK YOU,-546.73,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320231080279505268',,
04/18/2023,PAYPAL *PADDLE.NET  4029357733          GB,9.00,"10119775169 4029357733
PAYPAL *PADDLE.NET
4029357733
GB
Description : GENERAL Price : 0.00
4029357733",PAYPAL *PADDLE.NET  4029357733          GB,.,"San Jose
CA",95131,UNITED STATES,'320231090301520141',Business Services-Internet Services,
04/17/2023,AplPay SHEETZ       PHILIPSBURG         PA,4.23,"000308050   000-0000000
AplPay SHEETZ
PHILIPSBURG
PA
Description : MERCHANDISE Price : 0.0423
000-0000000",AplPay SHEETZ       PHILIPSBURG         PA,210 EAST LOCUST ST,"PHILIPSBURG
PA",16866-2128,UNITED STATES,'320231080281663614',Merchandise & Supplies-Groceries,
04/17/2023,AplPay SHEETZ       PHILIPSBURG         PA,27.69,"000303079   000-0000000
AplPay SHEETZ
PHILIPSBURG
PA
Description : FUEL Price : 0.2769
000-0000000",AplPay SHEETZ       PHILIPSBURG         PA,210 EAST LOCUST ST,"PHILIPSBURG
PA",16866-2128,UNITED STATES,'320231080280872001',Transportation-Fuel,
04/17/2023,TWILIO INC          SAN FRANCISCO       CA,10.14,"NT_NJO0G8YD +18778894546
TWILIO INC
SAN FRANCISCO
CA
+18778894546",TWILIO INC          SAN FRANCISCO       CA,"SUITE 300
375 BEALE ST","SAN FRANCISCO
CA",94105,UNITED STATES,'320231080263638457',Merchandise & Supplies-Internet Purchase,
04/16/2023,AMAZON MARKEPLACE NA PA,317.98,"162G3YF5ZV9 BOOK STORES
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
BOOK STORES",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320231070240139396',Merchandise & Supplies-Internet Purchase,
04/15/2023,AMAZON MARKEPLACE NA PA,32.98,"224F9T743IA BOOK STORES
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
BOOK STORES",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320231060229504254',Merchandise & Supplies-Internet Purchase,
04/15/2023,AMAZON.COM          AMZN.COM/BILL       WA,24.99,"2A6KOZG9DKM MERCHANDISE
AMAZON.COM
AMZN.COM/BILL
WA
MERCHANDISE",AMAZON.COM          AMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320231060227094870',Merchandise & Supplies-Internet Purchase,
04/15/2023,LOWE'S              MECHANICSBURG       PA,107.28,"INV # 95090 717-610-9230
LOWE'S
MECHANICSBURG
PA
717-610-9230",LOWE'S              MECHANICSBURG       PA,5500 CARLISLE PIKE,"MECHANICSBURG
PA",17050,UNITED STATES,'320231050194693676',Merchandise & Supplies-Hardware Supplies,
